result   1 : a=   3, b=   4, c=   5
result  58 : a=  30, b=  40, c=  50
result  59 : a=  30, b=  72, c=  78
result  60 : a=  30, b= 224, c= 226
result  61 : a=  31, b= 480, c= 481
result  62 : a=  32, b=  24, c=  40
result  63 : a=  32, b=  60, c=  68
result  64 : a=  32, b= 126, c= 130
result  65 : a=  32, b= 255, c= 257
result  66 : a=  33, b=  44, c=  55
result  67 : a=  33, b=  56, c=  65
result  68 : a=  33, b= 180, c= 183
result  69 : a=  34, b= 288, c= 290
result  70 : a=  35, b=  12, c=  37
result  71 : a=  35, b=  84, c=  91
result  72 : a=  35, b= 120, c= 125
result  73 : a=  36, b=  15, c=  39
result  74 : a=  36, b=  27, c=  45
result  75 : a=  36, b=  48, c=  60
result  76 : a=  36, b=  77, c=  85
result  77 : a=  36, b= 105, c= 111
result  78 : a=  36, b= 160, c= 164
result  79 : a=  36, b= 323, c= 325
result  80 : a=  38, b= 360, c= 362
result  81 : a=  39, b=  52, c=  65
result  82 : a=  39, b=  80, c=  89
result  83 : a=  39, b= 252, c= 255
result  84 : a=  40, b=   9, c=  41
result  85 : a=  40, b=  30, c=  50
result  86 : a=  40, b=  42, c=  58
result  87 : a=  40, b=  75, c=  85
result  88 : a=  40, b=  96, c= 104
result  89 : a=  40, b= 198, c= 202
result  90 : a=  40, b= 399, c= 401
result  91 : a=  42, b=  40, c=  58
result  92 : a=  42, b=  56, c=  70
result  93 : a=  42, b= 144, c= 150
result  94 : a=  42, b= 440, c= 442
result  95 : a=  44, b=  33, c=  55
result  96 : a=  44, b= 117, c= 125
result  97 : a=  44, b= 240, c= 244
result  98 : a=  44, b= 483, c= 485
result  99 : a=  45, b=  24, c=  51
result 100 : a=  45, b=  28, c=  53
result 101 : a=  45, b=  60, c=  75
result 102 : a=  45, b= 108, c= 117
result 103 : a=  45, b= 200, c= 205
result 104 : a=  45, b= 336, c= 339
result 105 : a=  48, b=  14, c=  50
result 106 : a=  48, b=  20, c=  52
result 107 : a=  48, b=  36, c=  60
result 108 : a=  48, b=  55, c=  73
result 109 : a=  48, b=  64, c=  80
result 110 : a=  48, b=  90, c= 102
result 111 : a=  48, b= 140, c= 148
result 112 : a=  48, b= 189, c= 195
result 113 : a=  48, b= 286, c= 290
result 114 : a=  49, b= 168, c= 175
result 115 : a=  50, b= 120, c= 130
result 116 : a=  51, b=  68, c=  85
result 117 : a=  51, b= 140, c= 149
result 118 : a=  51, b= 432, c= 435
result 119 : a=  52, b=  39, c=  65
result 120 : a=  52, b= 165, c= 173
result 121 : a=  52, b= 336, c= 340
result 122 : a=  54, b=  72, c=  90
result 123 : a=  54, b= 240, c= 246
result 124 : a=  55, b=  48, c=  73
result 125 : a=  55, b= 132, c= 143
result 126 : a=  55, b= 300, c= 305
result 127 : a=  56, b=  33, c=  65
result 128 : a=  56, b=  42, c=  70
result 129 : a=  56, b=  90, c= 106
result 130 : a=  56, b= 105, c= 119
result 131 : a=  56, b= 192, c= 200
result 132 : a=  56, b= 390, c= 394
result 133 : a=  57, b=  76, c=  95
result 134 : a=  57, b= 176, c= 185
result 135 : a=  60, b=  11, c=  61
result 136 : a=  60, b=  25, c=  65
result 137 : a=  60, b=  32, c=  68
result 138 : a=  60, b=  45, c=  75
result 139 : a=  60, b=  63, c=  87
result 140 : a=  60, b=  80, c= 100
result 141 : a=  60, b=  91, c= 109
result 142 : a=  60, b= 144, c= 156
result 143 : a=  60, b= 175, c= 185
result 144 : a=  60, b= 221, c= 229
result 145 : a=  60, b= 297, c= 303
result 146 : a=  60, b= 448, c= 452
result 147 : a=  63, b=  16, c=  65
result 148 : a=  63, b=  60, c=  87
result 149 : a=  63, b=  84, c= 105
result 150 : a=  63, b= 216, c= 225
result 151 : a=  63, b= 280, c= 287
result 152 : a=  64, b=  48, c=  80
result 153 : a=  64, b= 120, c= 136
result 154 : a=  64, b= 252, c= 260
result 155 : a=  65, b=  72, c=  97
result 156 : a=  65, b= 156, c= 169
result 157 : a=  65, b= 420, c= 425
result 158 : a=  66, b=  88, c= 110
result 159 : a=  66, b= 112, c= 130
result 160 : a=  66, b= 360, c= 366
result 161 : a=  68, b=  51, c=  85
result 162 : a=  68, b= 285, c= 293
result 163 : a=  69, b=  92, c= 115
result 164 : a=  69, b= 260, c= 269
result 165 : a=  70, b=  24, c=  74
result 166 : a=  70, b= 168, c= 182
result 167 : a=  70, b= 240, c= 250
result 168 : a=  72, b=  21, c=  75
result 169 : a=  72, b=  30, c=  78
result 170 : a=  72, b=  54, c=  90
result 171 : a=  72, b=  65, c=  97
result 172 : a=  72, b=  96, c= 120
result 173 : a=  72, b= 135, c= 153
result 174 : a=  72, b= 154, c= 170
result 175 : a=  72, b= 210, c= 222
result 176 : a=  72, b= 320, c= 328
result 177 : a=  72, b= 429, c= 435
result 178 : a=  75, b=  40, c=  85
result 179 : a=  75, b= 100, c= 125
result 180 : a=  75, b= 180, c= 195
result 181 : a=  75, b= 308, c= 317
result 182 : a=  76, b=  57, c=  95
result 183 : a=  76, b= 357, c= 365
result 184 : a=  77, b=  36, c=  85
result 185 : a=  77, b= 264, c= 275
result 186 : a=  77, b= 420, c= 427
result 187 : a=  78, b= 104, c= 130
result 188 : a=  78, b= 160, c= 178
result 189 : a=  80, b=  18, c=  82
result 190 : a=  80, b=  39, c=  89
result 191 : a=  80, b=  60, c= 100
result 192 : a=  80, b=  84, c= 116
result 193 : a=  80, b= 150, c= 170
result 194 : a=  80, b= 192, c= 208
result 195 : a=  80, b= 315, c= 325
result 196 : a=  80, b= 396, c= 404
result 197 : a=  81, b= 108, c= 135
result 198 : a=  81, b= 360, c= 369
result 199 : a=  84, b=  13, c=  85
result 200 : a=  84, b=  35, c=  91
result 201 : a=  84, b=  63, c= 105
result 202 : a=  84, b=  80, c= 116
result 203 : a=  84, b= 112, c= 140
result 204 : a=  84, b= 135, c= 159
result 205 : a=  84, b= 187, c= 205
result 206 : a=  84, b= 245, c= 259
result 207 : a=  84, b= 288, c= 300
result 208 : a=  84, b= 437, c= 445
result 209 : a=  85, b= 132, c= 157
result 210 : a=  85, b= 204, c= 221
result 211 : a=  87, b= 116, c= 145
result 212 : a=  87, b= 416, c= 425
result 213 : a=  88, b=  66, c= 110
result 214 : a=  88, b= 105, c= 137
result 215 : a=  88, b= 165, c= 187
result 216 : a=  88, b= 234, c= 250
result 217 : a=  88, b= 480, c= 488
result 218 : a=  90, b=  48, c= 102
result 219 : a=  90, b=  56, c= 106
result 220 : a=  90, b= 120, c= 150
result 221 : a=  90, b= 216, c= 234
result 222 : a=  90, b= 400, c= 410
result 223 : a=  91, b=  60, c= 109
result 224 : a=  91, b= 312, c= 325
result 225 : a=  92, b=  69, c= 115
result 226 : a=  93, b= 124, c= 155
result 227 : a=  93, b= 476, c= 485
result 228 : a=  95, b= 168, c= 193
result 229 : a=  95, b= 228, c= 247
result 230 : a=  96, b=  28, c= 100
result 231 : a=  96, b=  40, c= 104
result 232 : a=  96, b=  72, c= 120
result 233 : a=  96, b= 110, c= 146
result 234 : a=  96, b= 128, c= 160
result 235 : a=  96, b= 180, c= 204
result 236 : a=  96, b= 247, c= 265
result 237 : a=  96, b= 280, c= 296
result 238 : a=  96, b= 378, c= 390
result 239 : a=  98, b= 336, c= 350
result 240 : a=  99, b=  20, c= 101
result 241 : a=  99, b= 132, c= 165
result 242 : a=  99, b= 168, c= 195
result 243 : a=  99, b= 440, c= 451
result 244 : a= 100, b=  75, c= 125
result 245 : a= 100, b= 105, c= 145
result 246 : a= 100, b= 240, c= 260
result 247 : a= 102, b= 136, c= 170
result 248 : a= 102, b= 280, c= 298
result 249 : a= 104, b=  78, c= 130
result 250 : a= 104, b= 153, c= 185
result 251 : a= 104, b= 195, c= 221
result 252 : a= 104, b= 330, c= 346
result 253 : a= 105, b=  36, c= 111
result 254 : a= 105, b=  56, c= 119
result 255 : a= 105, b=  88, c= 137
result 256 : a= 105, b= 100, c= 145
result 257 : a= 105, b= 140, c= 175
result 258 : a= 105, b= 208, c= 233
result 259 : a= 105, b= 252, c= 273
result 260 : a= 105, b= 360, c= 375
result 261 : a= 108, b=  45, c= 117
result 262 : a= 108, b=  81, c= 135
result 263 : a= 108, b= 144, c= 180
result 264 : a= 108, b= 231, c= 255
result 265 : a= 108, b= 315, c= 333
result 266 : a= 108, b= 480, c= 492
result 267 : a= 110, b=  96, c= 146
result 268 : a= 110, b= 264, c= 286
result 269 : a= 111, b= 148, c= 185
result 270 : a= 112, b=  15, c= 113
result 271 : a= 112, b=  66, c= 130
result 272 : a= 112, b=  84, c= 140
result 273 : a= 112, b= 180, c= 212
result 274 : a= 112, b= 210, c= 238
result 275 : a= 112, b= 384, c= 400
result 276 : a= 112, b= 441, c= 455
result 277 : a= 114, b= 152, c= 190
result 278 : a= 114, b= 352, c= 370
result 279 : a= 115, b= 252, c= 277
result 280 : a= 115, b= 276, c= 299
result 281 : a= 116, b=  87, c= 145
result 282 : a= 117, b=  44, c= 125
result 283 : a= 117, b= 156, c= 195
result 284 : a= 117, b= 240, c= 267
result 285 : a= 119, b= 120, c= 169
result 286 : a= 119, b= 408, c= 425
result 287 : a= 120, b=  22, c= 122
result 288 : a= 120, b=  27, c= 123
result 289 : a= 120, b=  35, c= 125
result 290 : a= 120, b=  50, c= 130
result 291 : a= 120, b=  64, c= 136
result 292 : a= 120, b=  90, c= 150
result 293 : a= 120, b= 119, c= 169
result 294 : a= 120, b= 126, c= 174
result 295 : a= 120, b= 160, c= 200
result 296 : a= 120, b= 182, c= 218
result 297 : a= 120, b= 209, c= 241
result 298 : a= 120, b= 225, c= 255
result 299 : a= 120, b= 288, c= 312
result 300 : a= 120, b= 350, c= 370
result 301 : a= 120, b= 391, c= 409
result 302 : a= 120, b= 442, c= 458
result 303 : a= 123, b= 164, c= 205
result 304 : a= 124, b=  93, c= 155
result 305 : a= 125, b= 300, c= 325
result 306 : a= 126, b=  32, c= 130
result 307 : a= 126, b= 120, c= 174
result 308 : a= 126, b= 168, c= 210
result 309 : a= 126, b= 432, c= 450
result 310 : a= 128, b=  96, c= 160
result 311 : a= 128, b= 240, c= 272
result 312 : a= 129, b= 172, c= 215
result 313 : a= 130, b= 144, c= 194
result 314 : a= 130, b= 312, c= 338
result 315 : a= 132, b=  55, c= 143
result 316 : a= 132, b=  85, c= 157
result 317 : a= 132, b=  99, c= 165
result 318 : a= 132, b= 176, c= 220
result 319 : a= 132, b= 224, c= 260
result 320 : a= 132, b= 351, c= 375
result 321 : a= 132, b= 385, c= 407
result 322 : a= 132, b= 475, c= 493
result 323 : a= 133, b= 156, c= 205
result 324 : a= 133, b= 456, c= 475
result 325 : a= 135, b=  72, c= 153
result 326 : a= 135, b=  84, c= 159
result 327 : a= 135, b= 180, c= 225
result 328 : a= 135, b= 324, c= 351
result 329 : a= 135, b= 352, c= 377
result 330 : a= 136, b= 102, c= 170
result 331 : a= 136, b= 255, c= 289
result 332 : a= 136, b= 273, c= 305
result 333 : a= 138, b= 184, c= 230
result 334 : a= 140, b=  48, c= 148
result 335 : a= 140, b=  51, c= 149
result 336 : a= 140, b= 105, c= 175
result 337 : a= 140, b= 147, c= 203
result 338 : a= 140, b= 171, c= 221
result 339 : a= 140, b= 225, c= 265
result 340 : a= 140, b= 336, c= 364
result 341 : a= 140, b= 480, c= 500
result 342 : a= 141, b= 188, c= 235
result 343 : a= 143, b=  24, c= 145
result 344 : a= 144, b=  17, c= 145
result 345 : a= 144, b=  42, c= 150
result 346 : a= 144, b=  60, c= 156
result 347 : a= 144, b= 108, c= 180
result 348 : a= 144, b= 130, c= 194
result 349 : a= 144, b= 165, c= 219
result 350 : a= 144, b= 192, c= 240
result 351 : a= 144, b= 270, c= 306
result 352 : a= 144, b= 308, c= 340
result 353 : a= 144, b= 420, c= 444
result 354 : a= 145, b= 348, c= 377
result 355 : a= 145, b= 408, c= 433
result 356 : a= 147, b= 140, c= 203
result 357 : a= 147, b= 196, c= 245
result 358 : a= 148, b= 111, c= 185
result 359 : a= 150, b=  80, c= 170
result 360 : a= 150, b= 200, c= 250
result 361 : a= 150, b= 360, c= 390
result 362 : a= 152, b= 114, c= 190
result 363 : a= 152, b= 285, c= 323
result 364 : a= 152, b= 345, c= 377
result 365 : a= 153, b= 104, c= 185
result 366 : a= 153, b= 204, c= 255
result 367 : a= 153, b= 420, c= 447
result 368 : a= 154, b=  72, c= 170
result 369 : a= 155, b= 372, c= 403
result 370 : a= 155, b= 468, c= 493
result 371 : a= 156, b=  65, c= 169
result 372 : a= 156, b= 117, c= 195
result 373 : a= 156, b= 133, c= 205
result 374 : a= 156, b= 208, c= 260
result 375 : a= 156, b= 320, c= 356
result 376 : a= 156, b= 455, c= 481
result 377 : a= 159, b= 212, c= 265
result 378 : a= 160, b=  36, c= 164
result 379 : a= 160, b=  78, c= 178
result 380 : a= 160, b= 120, c= 200
result 381 : a= 160, b= 168, c= 232
result 382 : a= 160, b= 231, c= 281
result 383 : a= 160, b= 300, c= 340
result 384 : a= 160, b= 384, c= 416
result 385 : a= 161, b= 240, c= 289
result 386 : a= 162, b= 216, c= 270
result 387 : a= 164, b= 123, c= 205
result 388 : a= 165, b=  52, c= 173
result 389 : a= 165, b=  88, c= 187
result 390 : a= 165, b= 144, c= 219
result 391 : a= 165, b= 220, c= 275
result 392 : a= 165, b= 280, c= 325
result 393 : a= 165, b= 396, c= 429
result 394 : a= 168, b=  26, c= 170
result 395 : a= 168, b=  49, c= 175
result 396 : a= 168, b=  70, c= 182
result 397 : a= 168, b=  95, c= 193
result 398 : a= 168, b=  99, c= 195
result 399 : a= 168, b= 126, c= 210
result 400 : a= 168, b= 160, c= 232
result 401 : a= 168, b= 224, c= 280
result 402 : a= 168, b= 270, c= 318
result 403 : a= 168, b= 315, c= 357
result 404 : a= 168, b= 374, c= 410
result 405 : a= 168, b= 425, c= 457
result 406 : a= 170, b= 264, c= 314
result 407 : a= 170, b= 408, c= 442
result 408 : a= 171, b= 140, c= 221
result 409 : a= 171, b= 228, c= 285
result 410 : a= 172, b= 129, c= 215
result 411 : a= 174, b= 232, c= 290
result 412 : a= 175, b=  60, c= 185
result 413 : a= 175, b= 288, c= 337
result 414 : a= 175, b= 420, c= 455
result 415 : a= 176, b=  57, c= 185
result 416 : a= 176, b= 132, c= 220
result 417 : a= 176, b= 210, c= 274
result 418 : a= 176, b= 330, c= 374
result 419 : a= 176, b= 468, c= 500
result 420 : a= 177, b= 236, c= 295
result 421 : a= 180, b=  19, c= 181
result 422 : a= 180, b=  33, c= 183
result 423 : a= 180, b=  75, c= 195
result 424 : a= 180, b=  96, c= 204
result 425 : a= 180, b= 112, c= 212
result 426 : a= 180, b= 135, c= 225
result 427 : a= 180, b= 189, c= 261
result 428 : a= 180, b= 240, c= 300
result 429 : a= 180, b= 273, c= 327
result 430 : a= 180, b= 299, c= 349
result 431 : a= 180, b= 385, c= 425
result 432 : a= 180, b= 432, c= 468
result 433 : a= 182, b= 120, c= 218
result 434 : a= 183, b= 244, c= 305
result 435 : a= 184, b= 138, c= 230
result 436 : a= 184, b= 345, c= 391
result 437 : a= 185, b= 444, c= 481
result 438 : a= 186, b= 248, c= 310
result 439 : a= 187, b=  84, c= 205
result 440 : a= 188, b= 141, c= 235
result 441 : a= 189, b=  48, c= 195
result 442 : a= 189, b= 180, c= 261
result 443 : a= 189, b= 252, c= 315
result 444 : a= 189, b= 340, c= 389
result 445 : a= 190, b= 336, c= 386
result 446 : a= 190, b= 456, c= 494
result 447 : a= 192, b=  56, c= 200
result 448 : a= 192, b=  80, c= 208
result 449 : a= 192, b= 144, c= 240
result 450 : a= 192, b= 220, c= 292
result 451 : a= 192, b= 256, c= 320
result 452 : a= 192, b= 360, c= 408
result 453 : a= 195, b=  28, c= 197
result 454 : a= 195, b= 104, c= 221
result 455 : a= 195, b= 216, c= 291
result 456 : a= 195, b= 260, c= 325
result 457 : a= 195, b= 400, c= 445
result 458 : a= 196, b= 147, c= 245
result 459 : a= 196, b= 315, c= 371
result 460 : a= 198, b=  40, c= 202
result 461 : a= 198, b= 264, c= 330
result 462 : a= 198, b= 336, c= 390
result 463 : a= 200, b=  45, c= 205
result 464 : a= 200, b= 150, c= 250
result 465 : a= 200, b= 210, c= 290
result 466 : a= 200, b= 375, c= 425
result 467 : a= 201, b= 268, c= 335
result 468 : a= 203, b= 396, c= 445
result 469 : a= 204, b=  85, c= 221
result 470 : a= 204, b= 153, c= 255
result 471 : a= 204, b= 253, c= 325
result 472 : a= 204, b= 272, c= 340
result 473 : a= 207, b= 224, c= 305
result 474 : a= 207, b= 276, c= 345
result 475 : a= 208, b= 105, c= 233
result 476 : a= 208, b= 156, c= 260
result 477 : a= 208, b= 306, c= 370
result 478 : a= 208, b= 390, c= 442
result 479 : a= 209, b= 120, c= 241
result 480 : a= 210, b=  72, c= 222
result 481 : a= 210, b= 112, c= 238
result 482 : a= 210, b= 176, c= 274
result 483 : a= 210, b= 200, c= 290
result 484 : a= 210, b= 280, c= 350
result 485 : a= 210, b= 416, c= 466
result 486 : a= 212, b= 159, c= 265
result 487 : a= 213, b= 284, c= 355
result 488 : a= 216, b=  63, c= 225
result 489 : a= 216, b=  90, c= 234
result 490 : a= 216, b= 162, c= 270
result 491 : a= 216, b= 195, c= 291
result 492 : a= 216, b= 288, c= 360
result 493 : a= 216, b= 405, c= 459
result 494 : a= 219, b= 292, c= 365
result 495 : a= 220, b=  21, c= 221
result 496 : a= 220, b= 165, c= 275
result 497 : a= 220, b= 192, c= 292
result 498 : a= 220, b= 231, c= 319
result 499 : a= 221, b=  60, c= 229
result 500 : a= 222, b= 296, c= 370
result 501 : a= 224, b=  30, c= 226
result 502 : a= 224, b= 132, c= 260
result 503 : a= 224, b= 168, c= 280
result 504 : a= 224, b= 207, c= 305
result 505 : a= 224, b= 360, c= 424
result 506 : a= 224, b= 420, c= 476
result 507 : a= 225, b= 120, c= 255
result 508 : a= 225, b= 140, c= 265
result 509 : a= 225, b= 272, c= 353
result 510 : a= 225, b= 300, c= 375
result 511 : a= 228, b=  95, c= 247
result 512 : a= 228, b= 171, c= 285
result 513 : a= 228, b= 304, c= 380
result 514 : a= 228, b= 325, c= 397
result 515 : a= 231, b= 108, c= 255
result 516 : a= 231, b= 160, c= 281
result 517 : a= 231, b= 220, c= 319
result 518 : a= 231, b= 308, c= 385
result 519 : a= 231, b= 392, c= 455
result 520 : a= 232, b= 174, c= 290
result 521 : a= 232, b= 435, c= 493
result 522 : a= 234, b=  88, c= 250
result 523 : a= 234, b= 312, c= 390
result 524 : a= 236, b= 177, c= 295
result 525 : a= 237, b= 316, c= 395
result 526 : a= 238, b= 240, c= 338
result 527 : a= 240, b=  44, c= 244
result 528 : a= 240, b=  54, c= 246
result 529 : a= 240, b=  70, c= 250
result 530 : a= 240, b= 100, c= 260
result 531 : a= 240, b= 117, c= 267
result 532 : a= 240, b= 128, c= 272
result 533 : a= 240, b= 161, c= 289
result 534 : a= 240, b= 180, c= 300
result 535 : a= 240, b= 238, c= 338
result 536 : a= 240, b= 252, c= 348
result 537 : a= 240, b= 275, c= 365
result 538 : a= 240, b= 320, c= 400
result 539 : a= 240, b= 364, c= 436
result 540 : a= 240, b= 418, c= 482
result 541 : a= 243, b= 324, c= 405
result 542 : a= 244, b= 183, c= 305
result 543 : a= 245, b=  84, c= 259
result 544 : a= 246, b= 328, c= 410
result 545 : a= 247, b=  96, c= 265
result 546 : a= 248, b= 186, c= 310
result 547 : a= 249, b= 332, c= 415
result 548 : a= 252, b=  39, c= 255
result 549 : a= 252, b=  64, c= 260
result 550 : a= 252, b= 105, c= 273
result 551 : a= 252, b= 115, c= 277
result 552 : a= 252, b= 189, c= 315
result 553 : a= 252, b= 240, c= 348
result 554 : a= 252, b= 275, c= 373
result 555 : a= 252, b= 336, c= 420
result 556 : a= 252, b= 405, c= 477
result 557 : a= 253, b= 204, c= 325
result 558 : a= 255, b=  32, c= 257
result 559 : a= 255, b= 136, c= 289
result 560 : a= 255, b= 340, c= 425
result 561 : a= 255, b= 396, c= 471
result 562 : a= 256, b= 192, c= 320
result 563 : a= 258, b= 344, c= 430
result 564 : a= 260, b=  69, c= 269
result 565 : a= 260, b= 195, c= 325
result 566 : a= 260, b= 273, c= 377
result 567 : a= 260, b= 288, c= 388
result 568 : a= 261, b= 348, c= 435
result 569 : a= 261, b= 380, c= 461
result 570 : a= 264, b=  23, c= 265
result 571 : a= 264, b=  77, c= 275
result 572 : a= 264, b= 110, c= 286
result 573 : a= 264, b= 170, c= 314
result 574 : a= 264, b= 198, c= 330
result 575 : a= 264, b= 315, c= 411
result 576 : a= 264, b= 352, c= 440
result 577 : a= 266, b= 312, c= 410
result 578 : a= 267, b= 356, c= 445
result 579 : a= 268, b= 201, c= 335
result 580 : a= 270, b= 144, c= 306
result 581 : a= 270, b= 168, c= 318
result 582 : a= 270, b= 360, c= 450
result 583 : a= 272, b= 204, c= 340
result 584 : a= 272, b= 225, c= 353
result 585 : a= 273, b= 136, c= 305
result 586 : a= 273, b= 180, c= 327
result 587 : a= 273, b= 260, c= 377
result 588 : a= 273, b= 364, c= 455
result 589 : a= 275, b= 240, c= 365
result 590 : a= 275, b= 252, c= 373
result 591 : a= 276, b= 115, c= 299
result 592 : a= 276, b= 207, c= 345
result 593 : a= 276, b= 368, c= 460
result 594 : a= 279, b= 372, c= 465
result 595 : a= 280, b=  63, c= 287
result 596 : a= 280, b=  96, c= 296
result 597 : a= 280, b= 102, c= 298
result 598 : a= 280, b= 165, c= 325
result 599 : a= 280, b= 210, c= 350
result 600 : a= 280, b= 294, c= 406
result 601 : a= 280, b= 342, c= 442
result 602 : a= 280, b= 351, c= 449
result 603 : a= 282, b= 376, c= 470
result 604 : a= 284, b= 213, c= 355
result 605 : a= 285, b=  68, c= 293
result 606 : a= 285, b= 152, c= 323
result 607 : a= 285, b= 380, c= 475
result 608 : a= 286, b=  48, c= 290
result 609 : a= 288, b=  34, c= 290
result 610 : a= 288, b=  84, c= 300
result 611 : a= 288, b= 120, c= 312
result 612 : a= 288, b= 175, c= 337
result 613 : a= 288, b= 216, c= 360
result 614 : a= 288, b= 260, c= 388
result 615 : a= 288, b= 330, c= 438
result 616 : a= 288, b= 384, c= 480
result 617 : a= 291, b= 388, c= 485
result 618 : a= 292, b= 219, c= 365
result 619 : a= 294, b= 280, c= 406
result 620 : a= 294, b= 392, c= 490
result 621 : a= 296, b= 222, c= 370
result 622 : a= 297, b=  60, c= 303
result 623 : a= 297, b= 304, c= 425
result 624 : a= 297, b= 396, c= 495
result 625 : a= 299, b= 180, c= 349
result 626 : a= 300, b=  55, c= 305
result 627 : a= 300, b= 125, c= 325
result 628 : a= 300, b= 160, c= 340
result 629 : a= 300, b= 225, c= 375
result 630 : a= 300, b= 315, c= 435
result 631 : a= 300, b= 400, c= 500
result 632 : a= 304, b= 228, c= 380
result 633 : a= 304, b= 297, c= 425
result 634 : a= 306, b= 208, c= 370
result 635 : a= 308, b=  75, c= 317
result 636 : a= 308, b= 144, c= 340
result 637 : a= 308, b= 231, c= 385
result 638 : a= 312, b=  25, c= 313
result 639 : a= 312, b=  91, c= 325
result 640 : a= 312, b= 130, c= 338
result 641 : a= 312, b= 234, c= 390
result 642 : a= 312, b= 266, c= 410
result 643 : a= 315, b=  80, c= 325
result 644 : a= 315, b= 108, c= 333
result 645 : a= 315, b= 168, c= 357
result 646 : a= 315, b= 196, c= 371
result 647 : a= 315, b= 264, c= 411
result 648 : a= 315, b= 300, c= 435
result 649 : a= 316, b= 237, c= 395
result 650 : a= 319, b= 360, c= 481
result 651 : a= 320, b=  72, c= 328
result 652 : a= 320, b= 156, c= 356
result 653 : a= 320, b= 240, c= 400
result 654 : a= 320, b= 336, c= 464
result 655 : a= 323, b=  36, c= 325
result 656 : a= 324, b= 135, c= 351
result 657 : a= 324, b= 243, c= 405
result 658 : a= 325, b= 228, c= 397
result 659 : a= 325, b= 360, c= 485
result 660 : a= 328, b= 246, c= 410
result 661 : a= 330, b= 104, c= 346
result 662 : a= 330, b= 176, c= 374
result 663 : a= 330, b= 288, c= 438
result 664 : a= 332, b= 249, c= 415
result 665 : a= 336, b=  45, c= 339
result 666 : a= 336, b=  52, c= 340
result 667 : a= 336, b=  98, c= 350
result 668 : a= 336, b= 140, c= 364
result 669 : a= 336, b= 190, c= 386
result 670 : a= 336, b= 198, c= 390
result 671 : a= 336, b= 252, c= 420
result 672 : a= 336, b= 320, c= 464
result 673 : a= 340, b= 189, c= 389
result 674 : a= 340, b= 255, c= 425
result 675 : a= 340, b= 357, c= 493
result 676 : a= 342, b= 280, c= 442
result 677 : a= 344, b= 258, c= 430
result 678 : a= 345, b= 152, c= 377
result 679 : a= 345, b= 184, c= 391
result 680 : a= 348, b= 145, c= 377
result 681 : a= 348, b= 261, c= 435
result 682 : a= 350, b= 120, c= 370
result 683 : a= 351, b= 132, c= 375
result 684 : a= 351, b= 280, c= 449
result 685 : a= 352, b= 114, c= 370
result 686 : a= 352, b= 135, c= 377
result 687 : a= 352, b= 264, c= 440
result 688 : a= 356, b= 267, c= 445
result 689 : a= 357, b=  76, c= 365
result 690 : a= 357, b= 340, c= 493
result 691 : a= 360, b=  38, c= 362
result 692 : a= 360, b=  66, c= 366
result 693 : a= 360, b=  81, c= 369
result 694 : a= 360, b= 105, c= 375
result 695 : a= 360, b= 150, c= 390
result 696 : a= 360, b= 192, c= 408
result 697 : a= 360, b= 224, c= 424
result 698 : a= 360, b= 270, c= 450
result 699 : a= 360, b= 319, c= 481
